clip,frame,ball_x,ball_y,visibility
gameRG/Clip2,61,1059.0,684.0,1
gameRG/Clip2,62,1053.0,660.0,1
gameRG/Clip2,63,1053.0,645.0,1
gameRG/Clip2,64,1050.0,627.0,1
gameRG/Clip2,65,1047.0,609.0,1
gameRG/Clip2,66,1044.0,597.0,1
gameRG/Clip2,67,1041.0,579.0,1
gameRG/Clip2,68,1038.0,567.0,1
gameRG/Clip2,69,1035.0,558.0,1
gameRG/Clip2,70,1032.0,546.0,1
gameRG/Clip2,71,1029.0,534.0,1
gameRG/Clip2,72,1029.0,522.0,1
gameRG/Clip2,73,1026.0,516.0,1
gameRG/Clip2,74,1023.0,504.0,1
gameRG/Clip2,75,1020.0,498.0,1
gameRG/Clip2,76,1020.0,489.0,1
gameRG/Clip2,77,1017.0,483.0,1
gameRG/Clip2,78,1014.0,477.0,1
gameRG/Clip2,79,1014.0,471.0,1
gameRG/Clip2,80,1011.0,468.0,1
gameRG/Clip2,81,1011.0,462.0,1
gameRG/Clip2,82,1008.0,459.0,1
gameRG/Clip2,83,1008.0,456.0,1
gameRG/Clip2,84,1005.0,453.0,1
gameRG/Clip2,85,1002.0,450.0,1
gameRG/Clip2,86,1002.0,456.0,1
gameRG/Clip2,87,1002.0,459.0,1
gameRG/Clip2,88,999.0,456.0,1
gameRG/Clip2,89,1002.0,459.0,1
gameRG/Clip2,90,1002.0,465.0,1
gameRG/Clip2,91,1002.0,471.0,1
gameRG/Clip3,0,,,0
gameRG/Clip3,1,,,0
gameRG/Clip3,2,,,0
gameRG/Clip3,3,,,0
gameRG/Clip3,4,,,0
gameRG/Clip3,5,1143.0,249.0,1
gameRG/Clip3,6,1143.0,252.0,1
gameRG/Clip3,7,1143.0,249.0,1
gameRG/Clip3,8,1143.0,246.0,1
gameRG/Clip3,9,,,0
gameRG/Clip3,10,,,0
gameRG/Clip3,11,,,0
gameRG/Clip3,12,,,0
gameRG/Clip3,13,1428.0,447.0,1
gameRG/Clip3,14,1434.0,456.0,1
gameRG/Clip3,15,,,0
gameRG/Clip3,16,,,0
gameRG/Clip3,17,,,0
gameRG/Clip3,18,,,0
gameRG/Clip3,19,,,0
gameRG/Clip3,20,1038.0,270.0,1
gameRG/Clip3,21,1026.0,279.0,1
gameRG/Clip3,22,1014.0,297.0,1
gameRG/Clip3,23,1002.0,315.0,1
gameRG/Clip3,24,990.0,333.0,1
gameRG/Clip3,25,981.0,348.0,1
gameRG/Clip3,26,966.0,369.0,1
gameRG/Clip3,27,957.0,387.0,1
gameRG/Clip3,28,948.0,402.0,1
gameRG/Clip3,29,933.0,429.0,1
gameRG/Clip3,30,921.0,453.0,1
gameRG/Clip3,31,909.0,477.0,1
gameRG/Clip3,32,900.0,495.0,1
gameRG/Clip3,33,888.0,519.0,1
gameRG/Clip3,34,879.0,543.0,1
gameRG/Clip3,35,870.0,561.0,1
gameRG/Clip3,36,855.0,594.0,1
gameRG/Clip3,37,849.0,612.0,1
gameRG/Clip3,38,840.0,633.0,1
gameRG/Clip3,39,831.0,633.0,1
gameRG/Clip3,40,822.0,630.0,1
gameRG/Clip3,41,810.0,630.0,1
gameRG/Clip3,42,804.0,630.0,1
gameRG/Clip3,43,795.0,627.0,1
gameRG/Clip3,44,786.0,627.0,1
gameRG/Clip3,45,777.0,630.0,1
gameRG/Clip3,46,765.0,633.0,1
gameRG/Clip3,47,,,0
gameRG/Clip3,48,1251.0,339.0,1
gameRG/Clip3,49,,,0
gameRG/Clip3,50,,,0
gameRG/Clip3,51,,,0
gameRG/Clip3,52,708.0,651.0,1
gameRG/Clip3,53,705.0,651.0,1
gameRG/Clip3,54,,,0
gameRG/Clip3,55,756.0,594.0,1
gameRG/Clip3,56,780.0,570.0,1
gameRG/Clip3,57,801.0,546.0,1
gameRG/Clip3,58,819.0,528.0,1
gameRG/Clip3,59,837.0,510.0,1
gameRG/Clip3,60,855.0,495.0,1
gameRG/Clip3,61,870.0,474.0,1
gameRG/Clip3,62,885.0,465.0,1
gameRG/Clip3,63,900.0,450.0,1
gameRG/Clip3,64,909.0,441.0,1
gameRG/Clip3,65,924.0,429.0,1
gameRG/Clip3,66,933.0,420.0,1
gameRG/Clip3,67,948.0,405.0,1
gameRG/Clip3,68,960.0,396.0,1
gameRG/Clip3,69,969.0,390.0,1
gameRG/Clip3,70,981.0,381.0,1
gameRG/Clip3,71,990.0,375.0,1
gameRG/Clip3,72,999.0,369.0,1
gameRG/Clip3,73,1008.0,363.0,1
gameRG/Clip3,74,1017.0,357.0,1
gameRG/Clip3,75,1026.0,351.0,1
gameRG/Clip3,76,1032.0,345.0,1
gameRG/Clip3,77,1041.0,342.0,1
gameRG/Clip3,78,1050.0,339.0,1
gameRG/Clip3,79,1056.0,339.0,1
gameRG/Clip3,80,1062.0,333.0,1
gameRG/Clip3,81,1071.0,330.0,1
gameRG/Clip3,82,1077.0,330.0,1
gameRG/Clip3,83,1083.0,327.0,1
gameRG/Clip3,84,1089.0,324.0,1
gameRG/Clip3,85,1092.0,324.0,1
gameRG/Clip3,86,1098.0,324.0,1
gameRG/Clip3,87,1104.0,324.0,1
gameRG/Clip3,88,1110.0,324.0,1
gameRG/Clip3,89,1116.0,324.0,1
gameRG/Clip3,90,1119.0,324.0,1
gameRG/Clip3,91,1122.0,327.0,1
gameRG/Clip3,92,1128.0,327.0,1
gameRG/Clip3,93,1131.0,327.0,1
gameRG/Clip3,94,1137.0,327.0,1
gameRG/Clip3,95,1140.0,330.0,1
gameRG/Clip3,96,1371.0,372.0,1
gameRG/Clip3,97,1146.0,336.0,1
gameRG/Clip3,98,1425.0,459.0,1
gameRG/Clip3,99,1155.0,339.0,1
gameRG/Clip3,100,,,0
gameRG/Clip3,101,1425.0,459.0,1
gameRG/Clip3,102,1155.0,324.0,1
gameRG/Clip3,103,1146.0,324.0,1
gameRG/Clip3,104,1140.0,321.0,1
gameRG/Clip3,105,1131.0,321.0,1
gameRG/Clip3,106,1125.0,321.0,1
gameRG/Clip3,107,1116.0,321.0,1
gameRG/Clip3,108,1110.0,321.0,1
gameRG/Clip3,109,1101.0,324.0,1
gameRG/Clip3,110,1095.0,324.0,1
gameRG/Clip3,111,1086.0,324.0,1
gameRG/Clip3,112,1080.0,327.0,1
gameRG/Clip3,113,1071.0,330.0,1
gameRG/Clip3,114,1065.0,330.0,1
gameRG/Clip3,115,1056.0,333.0,1
gameRG/Clip3,116,1050.0,336.0,1
gameRG/Clip3,117,1041.0,339.0,1
gameRG/Clip3,118,1035.0,342.0,1
gameRG/Clip3,119,1029.0,348.0,1
gameRG/Clip3,120,1017.0,351.0,1
gameRG/Clip3,121,1011.0,354.0,1
gameRG/Clip3,122,1005.0,360.0,1
gameRG/Clip3,123,996.0,366.0,1
gameRG/Clip3,124,990.0,372.0,1
gameRG/Clip3,125,981.0,378.0,1
gameRG/Clip3,126,972.0,381.0,1
gameRG/Clip3,127,966.0,387.0,1
gameRG/Clip3,128,957.0,393.0,1
gameRG/Clip3,129,951.0,399.0,1
gameRG/Clip3,130,945.0,405.0,1
gameRG/Clip3,131,936.0,414.0,1
gameRG/Clip3,132,927.0,423.0,1
gameRG/Clip3,133,921.0,432.0,1
gameRG/Clip3,134,915.0,441.0,1
gameRG/Clip3,135,906.0,453.0,1
gameRG/Clip3,136,900.0,459.0,1
gameRG/Clip3,137,891.0,471.0,1
gameRG/Clip3,138,885.0,480.0,1
gameRG/Clip3,139,876.0,492.0,1
gameRG/Clip3,140,867.0,504.0,1
gameRG/Clip3,141,858.0,519.0,1
gameRG/Clip3,142,852.0,528.0,1
gameRG/Clip3,143,843.0,540.0,1
gameRG/Clip3,144,834.0,552.0,1
gameRG/Clip3,145,828.0,567.0,1
gameRG/Clip3,146,819.0,582.0,1
gameRG/Clip3,147,813.0,594.0,1
gameRG/Clip3,148,804.0,609.0,1
gameRG/Clip3,149,798.0,624.0,1
gameRG/Clip3,150,789.0,642.0,1
gameRG/Clip3,151,780.0,657.0,1
gameRG/Clip3,152,771.0,675.0,1
gameRG/Clip3,153,765.0,690.0,1
gameRG/Clip3,154,756.0,711.0,1
gameRG/Clip3,155,750.0,723.0,1
gameRG/Clip3,156,744.0,720.0,1
gameRG/Clip3,157,741.0,717.0,1
gameRG/Clip3,158,738.0,714.0,1
gameRG/Clip3,159,732.0,714.0,1
gameRG/Clip3,160,729.0,711.0,1
gameRG/Clip3,161,723.0,711.0,1
gameRG/Clip3,162,717.0,711.0,1
gameRG/Clip3,163,711.0,711.0,1
gameRG/Clip3,164,708.0,711.0,1
gameRG/Clip3,165,702.0,711.0,1
gameRG/Clip3,166,699.0,711.0,1
gameRG/Clip3,167,693.0,714.0,1
gameRG/Clip3,168,687.0,714.0,1
gameRG/Clip3,169,684.0,717.0,1
gameRG/Clip3,170,681.0,717.0,1
gameRG/Clip3,171,1404.0,462.0,1
gameRG/Clip3,172,693.0,663.0,1
gameRG/Clip3,173,699.0,639.0,1
gameRG/Clip3,174,705.0,615.0,1
gameRG/Clip3,175,711.0,594.0,1
gameRG/Clip3,176,717.0,564.0,1
gameRG/Clip3,177,720.0,546.0,1
gameRG/Clip3,178,729.0,525.0,1
gameRG/Clip3,179,732.0,510.0,1
gameRG/Clip3,180,732.0,498.0,1
gameRG/Clip3,181,735.0,480.0,1
gameRG/Clip3,182,741.0,465.0,1
gameRG/Clip3,183,747.0,450.0,1
gameRG/Clip3,184,,,0
gameRG/Clip3,185,756.0,429.0,1
gameRG/Clip3,186,1122.0,306.0,1
gameRG/Clip3,187,1125.0,309.0,1
gameRG/Clip3,188,1074.0,282.0,1
gameRG/Clip3,189,1077.0,297.0,1
gameRG/Clip3,190,1086.0,294.0,1
gameRG/Clip3,191,,,0
gameRG/Clip3,192,1401.0,465.0,1
gameRG/Clip3,193,1398.0,468.0,1
gameRG/Clip3,194,,,0
gameRG/Clip3,195,777.0,357.0,1
gameRG/Clip3,196,,,0
gameRG/Clip3,197,1398.0,462.0,1
gameRG/Clip3,198,789.0,339.0,1
gameRG/Clip3,199,792.0,339.0,1
