clip,frame,ball_x,ball_y,visibility,is_bounce
game8/Clip1,110,498.0,482.0,1,0
game8/Clip1,111,498.0,496.0,1,0
game8/Clip1,112,496.0,512.0,1,0
game8/Clip1,113,496.0,528.0,1,0
game8/Clip1,114,494.0,548.0,1,0
game8/Clip1,115,946.0,104.0,1,0
game8/Clip1,116,934.0,106.0,1,0
game8/Clip1,117,924.0,108.0,1,2
game8/Clip2,0,,,0,0
game8/Clip2,1,,,0,0
game8/Clip2,2,570.0,248.0,1,0
game8/Clip2,3,548.0,274.0,1,0
game8/Clip2,4,530.0,298.0,1,0
game8/Clip2,5,502.0,328.0,1,0
game8/Clip2,6,478.0,360.0,1,0
game8/Clip2,7,456.0,394.0,1,0
game8/Clip2,8,432.0,428.0,1,0
game8/Clip2,9,410.0,460.0,1,2
game8/Clip2,10,392.0,460.0,1,0
game8/Clip2,11,372.0,460.0,1,0
game8/Clip2,12,356.0,462.0,1,0
game8/Clip2,13,336.0,466.0,1,0
game8/Clip2,14,316.0,472.0,1,0
game8/Clip2,15,298.0,478.0,1,0
game8/Clip2,16,276.0,524.0,1,0
game8/Clip2,17,256.0,500.0,1,1
game8/Clip2,18,262.0,490.0,1,0
game8/Clip2,19,304.0,454.0,1,0
game8/Clip2,20,320.0,472.0,1,0
game8/Clip2,21,360.0,404.0,1,0
game8/Clip2,22,382.0,386.0,1,0
game8/Clip2,23,404.0,366.0,1,0
game8/Clip2,24,338.0,594.0,1,0
game8/Clip2,25,440.0,342.0,1,0
game8/Clip2,26,458.0,330.0,1,0
game8/Clip2,27,476.0,318.0,1,0
game8/Clip2,28,490.0,310.0,1,0
game8/Clip2,29,506.0,302.0,1,0
game8/Clip2,30,518.0,298.0,1,0
game8/Clip2,31,532.0,292.0,1,0
game8/Clip2,32,544.0,288.0,1,0
game8/Clip2,33,556.0,286.0,1,0
game8/Clip2,34,566.0,284.0,1,0
game8/Clip2,35,576.0,282.0,1,0
game8/Clip2,36,586.0,282.0,1,0
game8/Clip2,37,596.0,282.0,1,0
game8/Clip2,38,604.0,284.0,1,2
game8/Clip2,39,608.0,272.0,1,0
game8/Clip2,40,614.0,260.0,1,0
game8/Clip2,41,618.0,250.0,1,0
game8/Clip2,42,624.0,240.0,1,0
game8/Clip2,43,630.0,232.0,1,0
game8/Clip2,44,636.0,226.0,1,0
game8/Clip2,45,640.0,220.0,1,0
game8/Clip2,46,644.0,216.0,1,0
game8/Clip2,47,648.0,212.0,1,0
game8/Clip2,48,652.0,210.0,1,1
game8/Clip2,49,646.0,208.0,1,0
game8/Clip2,50,638.0,210.0,1,0
game8/Clip2,51,632.0,212.0,1,0
game8/Clip2,52,622.0,216.0,1,0
game8/Clip2,53,614.0,222.0,1,0
game8/Clip2,54,606.0,226.0,1,0
game8/Clip2,55,596.0,234.0,1,0
game8/Clip2,56,588.0,244.0,1,0
game8/Clip2,57,578.0,252.0,1,0
game8/Clip2,58,570.0,262.0,1,0
game8/Clip2,59,562.0,274.0,1,0
game8/Clip2,60,552.0,286.0,1,0
game8/Clip2,61,544.0,300.0,1,0
game8/Clip2,62,534.0,316.0,1,0
game8/Clip2,63,524.0,334.0,1,0
game8/Clip2,64,516.0,350.0,1,0
game8/Clip2,65,506.0,370.0,1,0
game8/Clip2,66,498.0,392.0,1,0
game8/Clip2,67,488.0,414.0,1,0
game8/Clip2,68,478.0,438.0,1,0
game8/Clip2,69,468.0,462.0,1,0
game8/Clip2,70,458.0,492.0,1,0
game8/Clip2,71,452.0,500.0,1,2
game8/Clip2,72,444.0,498.0,1,0
game8/Clip2,73,438.0,496.0,1,0
game8/Clip2,74,430.0,496.0,1,0
game8/Clip2,75,424.0,498.0,1,0
game8/Clip2,76,418.0,500.0,1,0
game8/Clip2,77,410.0,504.0,1,0
game8/Clip2,78,404.0,510.0,1,0
game8/Clip2,79,396.0,518.0,1,0
game8/Clip2,80,388.0,526.0,1,0
game8/Clip2,81,382.0,536.0,1,0
game8/Clip2,82,374.0,548.0,1,0
game8/Clip2,83,366.0,562.0,1,0
game8/Clip2,84,360.0,576.0,1,0
game8/Clip2,85,352.0,592.0,1,0
game8/Clip2,86,346.0,610.0,1,0
game8/Clip2,87,338.0,630.0,1,0
game8/Clip2,88,330.0,652.0,1,0
game8/Clip2,89,322.0,674.0,1,0
game8/Clip2,90,314.0,698.0,1,0
game8/Clip2,91,306.0,714.0,1,2
game8/Clip2,92,298.0,714.0,1,0
game8/Clip2,93,290.0,716.0,1,0
game8/Clip2,94,,,0,0
game8/Clip2,95,,,0,0
game8/Clip2,96,608.0,118.0,1,0
game8/Clip3,0,,,0,0
game8/Clip3,1,,,0,0
game8/Clip3,2,584.0,54.0,1,0
game8/Clip3,3,584.0,54.0,1,0
game8/Clip3,4,584.0,54.0,1,0
game8/Clip3,5,584.0,54.0,1,0
game8/Clip3,6,586.0,56.0,1,0
game8/Clip3,7,586.0,56.0,1,0
game8/Clip3,8,586.0,58.0,1,0
game8/Clip3,9,586.0,62.0,1,0
game8/Clip3,10,586.0,66.0,1,0
game8/Clip3,11,586.0,72.0,1,0
game8/Clip3,12,588.0,76.0,1,0
game8/Clip3,13,588.0,84.0,1,0
game8/Clip3,14,588.0,90.0,1,0
game8/Clip3,15,588.0,98.0,1,0
game8/Clip3,16,590.0,108.0,1,0
game8/Clip3,17,590.0,116.0,1,1
game8/Clip3,18,590.0,238.0,1,0
game8/Clip3,19,922.0,518.0,1,0
game8/Clip3,20,652.0,190.0,1,0
game8/Clip3,21,672.0,212.0,1,0
game8/Clip3,22,694.0,240.0,1,0
game8/Clip3,23,724.0,274.0,1,0
game8/Clip3,24,640.0,244.0,1,0
game8/Clip3,25,640.0,244.0,1,0
game8/Clip3,26,638.0,244.0,1,0
game8/Clip3,27,836.0,410.0,1,0
game8/Clip3,28,864.0,444.0,1,0
game8/Clip3,29,896.0,472.0,1,2
game8/Clip3,30,920.0,472.0,1,0
game8/Clip3,31,942.0,474.0,1,0
game8/Clip3,32,968.0,480.0,1,0
game8/Clip3,33,1036.0,546.0,1,0
game8/Clip3,34,956.0,510.0,1,0
game8/Clip3,35,960.0,502.0,1,0
game8/Clip3,36,970.0,498.0,1,1
game8/Clip3,37,976.0,498.0,1,0
game8/Clip3,38,976.0,440.0,1,0
game8/Clip3,39,938.0,414.0,1,0
game8/Clip3,40,900.0,388.0,1,0
game8/Clip3,41,866.0,364.0,1,0
game8/Clip3,42,830.0,342.0,1,0
game8/Clip3,43,808.0,328.0,1,0
game8/Clip3,44,782.0,314.0,1,0
game8/Clip3,45,758.0,302.0,1,0
game8/Clip3,46,738.0,292.0,1,0
game8/Clip3,47,714.0,284.0,1,0
game8/Clip3,48,696.0,276.0,1,0
game8/Clip3,49,676.0,270.0,1,0
game8/Clip3,50,660.0,266.0,1,0
game8/Clip3,51,644.0,262.0,1,0
game8/Clip3,52,626.0,260.0,1,0
game8/Clip3,53,612.0,258.0,1,0
game8/Clip3,54,598.0,258.0,1,0
game8/Clip3,55,586.0,258.0,1,0
game8/Clip3,56,572.0,260.0,1,0
game8/Clip3,57,562.0,262.0,1,0
game8/Clip3,58,550.0,264.0,1,0
game8/Clip3,59,540.0,266.0,1,2
game8/Clip3,60,532.0,258.0,1,0
game8/Clip3,61,526.0,246.0,1,0
game8/Clip3,62,518.0,234.0,1,0
game8/Clip3,63,512.0,224.0,1,0
game8/Clip3,64,506.0,216.0,1,1
game8/Clip3,65,504.0,212.0,1,0
game8/Clip3,66,508.0,214.0,1,0
game8/Clip3,67,510.0,216.0,1,0
game8/Clip3,68,512.0,218.0,1,0
game8/Clip3,69,514.0,222.0,1,0
game8/Clip3,70,516.0,226.0,1,0
game8/Clip3,71,518.0,234.0,1,0
game8/Clip3,72,830.0,528.0,1,0
game8/Clip3,73,524.0,250.0,1,0
game8/Clip3,74,526.0,260.0,1,0
game8/Clip3,75,530.0,270.0,1,0
game8/Clip3,76,532.0,282.0,1,0
game8/Clip3,77,534.0,296.0,1,0
game8/Clip3,78,536.0,310.0,1,0
game8/Clip3,79,540.0,324.0,1,0
game8/Clip3,80,542.0,344.0,1,0
game8/Clip3,81,544.0,362.0,1,0
game8/Clip3,82,548.0,384.0,1,0
game8/Clip3,83,550.0,404.0,1,0
game8/Clip3,84,552.0,428.0,1,0
game8/Clip3,85,556.0,452.0,1,0
game8/Clip3,86,558.0,478.0,1,0
game8/Clip3,87,560.0,486.0,1,2
game8/Clip3,88,564.0,480.0,1,0
game8/Clip3,89,568.0,478.0,1,0
game8/Clip3,90,572.0,476.0,1,0
game8/Clip3,91,576.0,476.0,1,0
game8/Clip3,92,578.0,476.0,1,0
game8/Clip3,93,582.0,480.0,1,0
game8/Clip3,94,586.0,484.0,1,0
game8/Clip3,95,590.0,488.0,1,0
game8/Clip3,96,594.0,494.0,1,0
game8/Clip3,97,598.0,502.0,1,0
game8/Clip3,98,602.0,510.0,1,0
game8/Clip3,99,604.0,520.0,1,0
game8/Clip3,100,608.0,532.0,1,0
game8/Clip3,101,610.0,544.0,1,1
game8/Clip3,102,622.0,516.0,1,0
game8/Clip3,103,632.0,484.0,1,0
game8/Clip3,104,712.0,524.0,1,0
game8/Clip3,105,724.0,504.0,1,0
game8/Clip3,106,658.0,414.0,1,0
game8/Clip3,107,666.0,394.0,1,0
game8/Clip3,108,708.0,464.0,1,0
game8/Clip3,109,680.0,356.0,1,0
game8/Clip3,110,684.0,340.0,1,0
game8/Clip3,111,692.0,324.0,1,0
game8/Clip3,112,696.0,312.0,1,0
game8/Clip3,113,700.0,302.0,1,0
game8/Clip3,114,704.0,290.0,1,0
game8/Clip3,115,708.0,282.0,1,0
game8/Clip3,116,714.0,274.0,1,0
game8/Clip3,117,716.0,266.0,1,0
game8/Clip3,118,720.0,260.0,1,0
game8/Clip3,119,724.0,254.0,1,0
game8/Clip3,120,726.0,250.0,1,0
game8/Clip3,121,730.0,246.0,1,0
game8/Clip3,122,732.0,244.0,1,0
game8/Clip3,123,736.0,242.0,1,0
game8/Clip3,124,738.0,238.0,1,0
game8/Clip3,125,740.0,238.0,1,0
game8/Clip3,126,742.0,236.0,1,0
game8/Clip3,127,744.0,238.0,1,0
game8/Clip3,128,746.0,238.0,1,0
game8/Clip3,129,748.0,240.0,1,0
game8/Clip3,130,750.0,242.0,1,0
game8/Clip3,131,592.0,526.0,1,0
game8/Clip3,132,592.0,526.0,1,0
game8/Clip3,133,754.0,248.0,1,2
game8/Clip3,134,756.0,246.0,1,0
game8/Clip3,135,756.0,236.0,1,0
game8/Clip3,136,756.0,228.0,1,0
game8/Clip3,137,756.0,220.0,1,0
game8/Clip3,138,756.0,214.0,1,0
game8/Clip3,139,756.0,208.0,1,0
game8/Clip3,140,756.0,204.0,1,0
game8/Clip3,141,758.0,200.0,1,0
game8/Clip3,142,754.0,198.0,1,1
game8/Clip3,143,746.0,200.0,1,0
game8/Clip3,144,740.0,200.0,1,0
game8/Clip3,145,734.0,202.0,1,0
game8/Clip3,146,724.0,212.0,1,0
game8/Clip3,147,714.0,210.0,1,0
game8/Clip3,148,,,0,0
game8/Clip3,149,,,0,0
game8/Clip3,150,692.0,236.0,1,0
game8/Clip3,151,680.0,240.0,1,0
game8/Clip3,152,670.0,250.0,1,0
game8/Clip3,153,662.0,262.0,1,0
game8/Clip3,154,652.0,274.0,1,0
game8/Clip3,155,642.0,288.0,1,0
game8/Clip3,156,634.0,302.0,1,0
game8/Clip3,157,626.0,316.0,1,0
game8/Clip3,158,614.0,338.0,1,0
game8/Clip3,159,604.0,358.0,1,0
game8/Clip3,160,594.0,380.0,1,0
game8/Clip3,161,584.0,402.0,1,0
game8/Clip3,162,572.0,426.0,1,0
game8/Clip3,163,562.0,452.0,1,0
game8/Clip3,164,552.0,478.0,1,0
game8/Clip3,165,542.0,506.0,1,0
game8/Clip3,166,532.0,520.0,1,2
game8/Clip3,167,526.0,514.0,1,0
game8/Clip3,168,518.0,510.0,1,0
game8/Clip3,169,512.0,508.0,1,0
game8/Clip3,170,504.0,508.0,1,0
game8/Clip3,171,496.0,508.0,1,0
game8/Clip3,172,488.0,510.0,1,0
game8/Clip3,173,480.0,512.0,1,0
game8/Clip3,174,474.0,516.0,1,0
game8/Clip3,175,464.0,522.0,1,0
game8/Clip3,176,456.0,530.0,1,1
game8/Clip3,177,470.0,510.0,1,0
game8/Clip3,178,486.0,490.0,1,0
game8/Clip3,179,512.0,454.0,1,0
game8/Clip3,180,530.0,428.0,1,0
game8/Clip3,181,546.0,406.0,1,0
game8/Clip3,182,572.0,512.0,1,0
game8/Clip3,183,574.0,372.0,1,0
game8/Clip3,184,588.0,354.0,1,0
game8/Clip3,185,600.0,338.0,1,0
game8/Clip3,186,612.0,324.0,1,0
game8/Clip3,187,622.0,312.0,1,0
game8/Clip3,188,632.0,300.0,1,0
game8/Clip3,189,644.0,290.0,1,0
game8/Clip3,190,654.0,282.0,1,0
game8/Clip3,191,662.0,274.0,1,0
game8/Clip3,192,670.0,266.0,1,0
game8/Clip3,193,678.0,260.0,1,0
game8/Clip3,194,686.0,254.0,1,0
game8/Clip3,195,692.0,250.0,1,0
game8/Clip3,196,698.0,248.0,1,0
game8/Clip3,197,554.0,534.0,1,0
game8/Clip3,198,716.0,248.0,1,0
game8/Clip3,199,,,0,0
game8/Clip3,200,724.0,238.0,1,0
game8/Clip3,201,730.0,238.0,1,0
game8/Clip3,202,734.0,236.0,1,0
game8/Clip3,203,738.0,236.0,1,0
game8/Clip3,204,746.0,244.0,1,0
game8/Clip3,205,750.0,242.0,1,0
game8/Clip3,206,754.0,242.0,1,0
game8/Clip3,207,742.0,234.0,1,0
game8/Clip3,208,762.0,246.0,1,2
game8/Clip3,209,764.0,238.0,1,0
game8/Clip3,210,766.0,230.0,1,0
game8/Clip3,211,768.0,222.0,1,0
game8/Clip3,212,770.0,216.0,1,0
game8/Clip3,213,772.0,210.0,1,0
game8/Clip3,214,772.0,206.0,1,1
game8/Clip3,215,766.0,210.0,1,0
game8/Clip3,216,760.0,214.0,1,0
game8/Clip3,217,,,0,0
game8/Clip3,218,644.0,630.0,1,0
game8/Clip3,219,734.0,232.0,1,0
game8/Clip3,220,726.0,240.0,1,0
game8/Clip3,221,718.0,250.0,1,0
game8/Clip3,222,710.0,262.0,1,0
game8/Clip3,223,698.0,274.0,1,0
game8/Clip3,224,690.0,288.0,1,0
game8/Clip3,225,682.0,300.0,1,0
game8/Clip3,226,672.0,318.0,1,0
game8/Clip3,227,664.0,334.0,1,0
game8/Clip3,228,654.0,352.0,1,0
game8/Clip3,229,646.0,370.0,1,0
game8/Clip3,230,636.0,392.0,1,0
game8/Clip3,231,626.0,416.0,1,0
game8/Clip3,232,614.0,440.0,1,0
game8/Clip3,233,604.0,466.0,1,0
game8/Clip3,234,598.0,474.0,1,2
game8/Clip3,235,590.0,472.0,1,0
game8/Clip3,236,582.0,474.0,1,0
game8/Clip3,237,574.0,478.0,1,0
game8/Clip3,238,568.0,482.0,1,0
game8/Clip3,239,560.0,488.0,1,0
game8/Clip3,240,552.0,494.0,1,0
game8/Clip3,241,544.0,502.0,1,0
game8/Clip3,242,536.0,514.0,1,0
game8/Clip3,243,528.0,526.0,1,0
game8/Clip3,244,520.0,538.0,1,0
game8/Clip3,245,510.0,554.0,1,0
game8/Clip3,246,410.0,500.0,1,1
game8/Clip3,247,512.0,514.0,1,0
game8/Clip3,248,516.0,476.0,1,0
game8/Clip3,249,520.0,444.0,1,0
game8/Clip3,250,524.0,412.0,1,0
game8/Clip3,251,526.0,392.0,1,0
game8/Clip3,252,528.0,368.0,1,0
game8/Clip3,253,530.0,350.0,1,0
game8/Clip3,254,532.0,334.0,1,0
game8/Clip3,255,534.0,318.0,1,0
game8/Clip3,256,536.0,310.0,1,0
game8/Clip3,257,538.0,300.0,1,0
game8/Clip3,258,538.0,292.0,1,0
game8/Clip3,259,540.0,288.0,1,0
game8/Clip3,260,540.0,284.0,1,0
game8/Clip3,261,542.0,280.0,1,0
game8/Clip3,262,542.0,278.0,1,0
game8/Clip3,263,544.0,278.0,1,0
game8/Clip3,264,544.0,278.0,1,2
game8/Clip3,265,544.0,278.0,1,0
game8/Clip3,266,544.0,276.0,1,0
game8/Clip3,267,544.0,262.0,1,0
game8/Clip3,268,544.0,248.0,1,0
game8/Clip3,269,544.0,236.0,1,0
game8/Clip3,270,544.0,226.0,1,0
game8/Clip3,271,542.0,216.0,1,0
game8/Clip3,272,542.0,208.0,1,0
game8/Clip3,273,542.0,202.0,1,0
game8/Clip3,274,542.0,196.0,1,0
game8/Clip3,275,542.0,190.0,1,0
game8/Clip3,276,542.0,188.0,1,1
game8/Clip3,277,550.0,190.0,1,0
game8/Clip3,278,560.0,194.0,1,0
game8/Clip3,279,,,0,0
game8/Clip3,280,,,0,0
game8/Clip3,281,598.0,218.0,1,0
game8/Clip3,282,610.0,226.0,1,0
game8/Clip3,283,622.0,236.0,1,0
game8/Clip3,284,636.0,248.0,1,0
game8/Clip3,285,650.0,262.0,1,0
game8/Clip3,286,662.0,276.0,1,0
game8/Clip3,287,676.0,290.0,1,0
game8/Clip3,288,690.0,308.0,1,0
game8/Clip3,289,702.0,324.0,1,0
game8/Clip3,290,720.0,348.0,1,0
game8/Clip3,291,734.0,370.0,1,0
game8/Clip3,292,748.0,394.0,1,0
game8/Clip3,293,766.0,418.0,1,0
game8/Clip3,294,782.0,446.0,1,0
game8/Clip3,295,796.0,472.0,1,0
game8/Clip3,296,814.0,506.0,1,0
game8/Clip3,297,830.0,536.0,1,0
game8/Clip3,298,844.0,552.0,1,2
game8/Clip3,299,856.0,552.0,1,0
game8/Clip3,300,868.0,554.0,1,0
game8/Clip3,301,880.0,556.0,1,0
game8/Clip3,302,894.0,562.0,1,0
game8/Clip3,303,908.0,568.0,1,0
game8/Clip3,304,920.0,576.0,1,0
game8/Clip3,305,904.0,540.0,1,1
game8/Clip3,306,886.0,498.0,1,0
game8/Clip3,307,870.0,466.0,1,0
game8/Clip3,308,860.0,446.0,1,0
game8/Clip3,309,848.0,422.0,1,0
game8/Clip3,310,834.0,400.0,1,0
game8/Clip3,311,824.0,382.0,1,0
game8/Clip3,312,814.0,364.0,1,0
game8/Clip3,313,804.0,350.0,1,0
game8/Clip3,314,794.0,338.0,1,0
game8/Clip3,315,786.0,326.0,1,0
game8/Clip3,316,778.0,318.0,1,0
game8/Clip3,317,772.0,312.0,1,0
game8/Clip3,318,766.0,306.0,1,0
game8/Clip3,319,760.0,302.0,1,0
game8/Clip3,320,756.0,300.0,1,0
game8/Clip3,321,748.0,298.0,1,0
game8/Clip3,322,742.0,298.0,1,0
game8/Clip3,323,738.0,298.0,1,0
game8/Clip3,324,734.0,298.0,1,2
game8/Clip3,325,728.0,292.0,1,0
game8/Clip3,326,726.0,278.0,1,0
game8/Clip3,327,722.0,268.0,1,0
game8/Clip3,328,718.0,256.0,1,0
game8/Clip3,329,716.0,248.0,1,0
game8/Clip3,330,712.0,238.0,1,0
game8/Clip3,331,710.0,232.0,1,0
game8/Clip3,332,706.0,226.0,1,0
game8/Clip3,333,704.0,222.0,1,0
game8/Clip3,334,700.0,218.0,1,0
game8/Clip3,335,698.0,214.0,1,0
game8/Clip3,336,696.0,212.0,1,0
game8/Clip3,337,694.0,212.0,1,0
game8/Clip3,338,692.0,210.0,1,1
game8/Clip3,339,700.0,210.0,1,0
game8/Clip3,340,708.0,210.0,1,0
game8/Clip3,341,716.0,212.0,1,0
game8/Clip3,342,724.0,216.0,1,0
game8/Clip3,343,732.0,220.0,1,0
game8/Clip3,344,740.0,224.0,1,0
game8/Clip3,345,748.0,230.0,1,0
game8/Clip3,346,756.0,238.0,1,0
game8/Clip3,347,766.0,248.0,1,0
game8/Clip3,348,776.0,256.0,1,0
game8/Clip3,349,784.0,268.0,1,0
game8/Clip3,350,794.0,280.0,1,0
game8/Clip3,351,802.0,292.0,1,0
game8/Clip3,352,812.0,306.0,1,0
game8/Clip3,353,820.0,320.0,1,0
game8/Clip3,354,832.0,342.0,1,0
game8/Clip3,355,842.0,360.0,1,0
game8/Clip3,356,852.0,382.0,1,0
game8/Clip3,357,862.0,406.0,1,0
game8/Clip3,358,874.0,430.0,1,0
game8/Clip3,359,884.0,454.0,1,0
game8/Clip3,360,894.0,478.0,1,0
game8/Clip3,361,906.0,510.0,1,0
game8/Clip3,362,918.0,538.0,1,0
game8/Clip3,363,924.0,534.0,1,2
game8/Clip3,364,928.0,532.0,1,0
game8/Clip3,365,,,0,0
game8/Clip3,366,944.0,528.0,1,0
game8/Clip3,367,952.0,528.0,1,0
game8/Clip3,368,960.0,530.0,1,0
game8/Clip3,369,966.0,534.0,1,0
game8/Clip3,370,974.0,538.0,1,0
game8/Clip3,371,982.0,546.0,1,0
game8/Clip3,372,988.0,554.0,1,0
game8/Clip3,373,996.0,562.0,1,0
game8/Clip3,374,1004.0,574.0,1,0
game8/Clip3,375,1012.0,586.0,1,0
game8/Clip3,376,1018.0,600.0,1,0
game8/Clip3,377,1028.0,618.0,1,0
game8/Clip3,378,1036.0,634.0,1,0
game8/Clip3,379,1044.0,654.0,1,0
game8/Clip3,380,1052.0,676.0,1,0
game8/Clip3,381,1060.0,698.0,1,0
game8/Clip3,382,1066.0,716.0,1,0
game8/Clip3,383,,,0,0
game8/Clip3,384,632.0,218.0,1,0
game8/Clip3,385,630.0,220.0,1,0
game8/Clip3,386,,,0,0
game8/Clip3,387,,,0,0
game8/Clip3,388,,,0,0
game8/Clip3,389,,,0,0
game8/Clip3,390,624.0,220.0,1,0
game8/Clip3,391,624.0,222.0,1,0
game8/Clip3,392,624.0,220.0,1,0
game8/Clip3,393,624.0,220.0,1,0
game8/Clip3,394,628.0,220.0,1,0
game8/Clip3,395,628.0,218.0,1,0
game8/Clip3,396,,,0,0
game8/Clip3,397,,,0,0
game8/Clip3,398,,,0,0
game8/Clip3,399,,,0,0
game8/Clip3,400,,,0,0
game8/Clip3,401,,,0,0
game8/Clip3,402,,,0,0
game8/Clip3,403,18.0,204.0,1,0
game8/Clip3,404,528.0,118.0,1,0
game8/Clip3,405,,,0,0
game8/Clip3,406,592.0,116.0,1,0
game8/Clip3,407,1056.0,144.0,1,0
game8/Clip3,408,1056.0,150.0,1,0
game8/Clip3,409,1056.0,150.0,1,0
game8/Clip3,410,1254.0,712.0,1,0
game8/Clip3,411,1258.0,710.0,1,0
game8/Clip3,412,634.0,554.0,1,0
game8/Clip4,0,,,0,0
game8/Clip4,1,,,0,0
game8/Clip4,2,722.0,448.0,1,0
game8/Clip4,3,720.0,434.0,1,0
game8/Clip4,4,718.0,422.0,1,0
game8/Clip4,5,714.0,412.0,1,0
game8/Clip4,6,712.0,402.0,1,0
game8/Clip4,7,710.0,394.0,1,0
game8/Clip4,8,706.0,388.0,1,0
game8/Clip4,9,704.0,382.0,1,0
game8/Clip4,10,702.0,376.0,1,0
game8/Clip4,11,700.0,372.0,1,0
game8/Clip4,12,696.0,370.0,1,0
game8/Clip4,13,694.0,370.0,1,0
