clip,frame,ball_x,ball_y,visibility
game0/Clip1,349,945.0,456.0,1
game0/Clip1,350,954.0,447.0,1
game0/Clip1,351,957.0,435.0,1
game0/Clip1,352,963.0,429.0,1
game0/Clip1,353,966.0,423.0,1
game0/Clip1,354,972.0,414.0,1
game0/Clip1,355,975.0,408.0,1
game0/Clip1,356,978.0,405.0,1
game0/Clip1,357,981.0,399.0,1
game0/Clip1,358,987.0,393.0,1
game0/Clip1,359,990.0,390.0,1
game0/Clip1,360,993.0,387.0,1
game0/Clip1,361,993.0,387.0,1
game0/Clip1,362,996.0,384.0,1
game0/Clip1,363,999.0,381.0,1
game0/Clip1,364,1002.0,381.0,1
game0/Clip1,365,1005.0,381.0,1
game0/Clip1,366,1005.0,381.0,1
game0/Clip1,367,1008.0,381.0,1
game0/Clip1,368,1011.0,381.0,1
game0/Clip1,369,1011.0,381.0,1
game0/Clip1,370,1014.0,381.0,1
game0/Clip1,371,1014.0,384.0,1
game0/Clip1,372,1014.0,384.0,1
game0/Clip1,373,1017.0,375.0,1
game0/Clip1,374,1020.0,366.0,1
game0/Clip1,375,1020.0,357.0,1
game0/Clip1,376,1023.0,345.0,1
game0/Clip1,377,1023.0,336.0,1
game0/Clip1,378,1023.0,327.0,1
game0/Clip1,379,1026.0,321.0,1
game0/Clip1,380,1029.0,312.0,1
game0/Clip1,381,1029.0,303.0,1
game0/Clip1,382,1032.0,297.0,1
game0/Clip1,383,1032.0,294.0,1
game0/Clip1,384,1035.0,285.0,1
game0/Clip1,385,1035.0,279.0,1
game0/Clip1,386,1038.0,273.0,1
game0/Clip1,387,1038.0,270.0,1
game0/Clip1,388,1038.0,264.0,1
game0/Clip1,389,1041.0,261.0,1
game0/Clip1,390,1041.0,258.0,1
game0/Clip1,391,1044.0,255.0,1
game0/Clip1,392,1044.0,249.0,1
game0/Clip1,393,1044.0,246.0,1
game0/Clip1,394,1038.0,249.0,1
game0/Clip1,395,1029.0,255.0,1
game0/Clip1,396,972.0,453.0,1
game0/Clip1,397,1014.0,261.0,1
game0/Clip1,398,1152.0,927.0,1
game0/Clip1,399,1149.0,927.0,1
game0/Clip1,400,1146.0,927.0,1
game0/Clip1,401,1035.0,972.0,1
game0/Clip1,402,978.0,963.0,1
game0/Clip1,403,963.0,291.0,1
game0/Clip1,404,957.0,297.0,1
game0/Clip1,405,948.0,306.0,1
game0/Clip1,406,939.0,312.0,1
game0/Clip1,407,933.0,318.0,1
game0/Clip1,408,924.0,327.0,1
game0/Clip1,409,915.0,336.0,1
game0/Clip1,410,906.0,348.0,1
game0/Clip1,411,897.0,357.0,1
game0/Clip1,412,888.0,366.0,1
game0/Clip1,413,882.0,375.0,1
game0/Clip1,414,870.0,390.0,1
game0/Clip1,415,861.0,399.0,1
game0/Clip1,416,852.0,411.0,1
game0/Clip1,417,843.0,423.0,1
game0/Clip1,418,834.0,438.0,1
game0/Clip1,419,825.0,453.0,1
game0/Clip1,420,816.0,468.0,1
game0/Clip1,421,807.0,480.0,1
game0/Clip1,422,795.0,495.0,1
game0/Clip1,423,786.0,510.0,1
game0/Clip1,424,777.0,525.0,1
game0/Clip1,425,768.0,543.0,1
game0/Clip1,426,759.0,561.0,1
game0/Clip1,427,747.0,582.0,1
game0/Clip1,428,738.0,597.0,1
game0/Clip1,429,726.0,621.0,1
game0/Clip1,430,717.0,639.0,1
game0/Clip1,431,705.0,657.0,1
game0/Clip1,432,693.0,684.0,1
game0/Clip1,433,684.0,702.0,1
game0/Clip1,434,675.0,705.0,1
game0/Clip1,435,669.0,705.0,1
game0/Clip1,436,663.0,705.0,1
game0/Clip1,437,654.0,705.0,1
game0/Clip1,438,645.0,708.0,1
game0/Clip1,439,636.0,708.0,1
game0/Clip1,440,630.0,711.0,1
game0/Clip1,441,621.0,714.0,1
game0/Clip1,442,612.0,717.0,1
game0/Clip1,443,606.0,720.0,1
game0/Clip1,444,597.0,723.0,1
game0/Clip1,445,588.0,729.0,1
game0/Clip1,446,579.0,732.0,1
game0/Clip1,447,573.0,741.0,1
game0/Clip1,448,561.0,747.0,1
game0/Clip1,449,555.0,750.0,1
game0/Clip1,450,669.0,924.0,1
game0/Clip1,451,537.0,765.0,1
game0/Clip1,452,528.0,774.0,1
game0/Clip1,453,519.0,783.0,1
game0/Clip1,454,507.0,795.0,1
game0/Clip1,455,501.0,804.0,1
game0/Clip1,456,495.0,810.0,1
game0/Clip1,457,597.0,927.0,1
game0/Clip1,458,585.0,921.0,1
game0/Clip1,459,570.0,921.0,1
game0/Clip1,460,621.0,693.0,1
game0/Clip1,461,660.0,651.0,1
game0/Clip1,462,696.0,618.0,1
game0/Clip1,463,717.0,600.0,1
game0/Clip1,464,741.0,579.0,1
game0/Clip1,465,765.0,558.0,1
game0/Clip1,466,786.0,540.0,1
game0/Clip1,467,807.0,525.0,1
game0/Clip1,468,828.0,507.0,1
game0/Clip1,469,843.0,495.0,1
game0/Clip1,470,861.0,483.0,1
game0/Clip1,471,879.0,471.0,1
game0/Clip1,472,894.0,459.0,1
game0/Clip1,473,906.0,450.0,1
game0/Clip1,474,924.0,438.0,1
game0/Clip1,475,939.0,429.0,1
game0/Clip1,476,951.0,423.0,1
game0/Clip1,477,963.0,414.0,1
game0/Clip1,478,975.0,408.0,1
game0/Clip1,479,987.0,402.0,1
game0/Clip1,480,996.0,399.0,1
game0/Clip1,481,1008.0,393.0,1
game0/Clip1,482,1020.0,390.0,1
game0/Clip1,483,1032.0,384.0,1
game0/Clip1,484,1041.0,381.0,1
game0/Clip1,485,1050.0,378.0,1
game0/Clip1,486,1062.0,375.0,1
game0/Clip1,487,1068.0,372.0,1
game0/Clip1,488,1077.0,372.0,1
game0/Clip1,489,1086.0,369.0,1
game0/Clip1,490,1095.0,369.0,1
game0/Clip1,491,1101.0,369.0,1
game0/Clip1,492,1110.0,369.0,1
game0/Clip1,493,1116.0,369.0,1
game0/Clip1,494,1125.0,369.0,1
game0/Clip1,495,1131.0,369.0,1
game0/Clip1,496,1137.0,369.0,1
game0/Clip1,497,1143.0,372.0,1
game0/Clip1,498,1149.0,372.0,1
game0/Clip1,499,1152.0,363.0,1
game0/Clip1,500,1158.0,354.0,1
game0/Clip1,501,1161.0,345.0,1
game0/Clip1,502,1164.0,339.0,1
game0/Clip1,503,1170.0,330.0,1
game0/Clip1,504,1173.0,324.0,1
game0/Clip1,505,1176.0,315.0,1
game0/Clip1,506,1182.0,309.0,1
game0/Clip1,507,1182.0,303.0,1
game0/Clip1,508,1191.0,297.0,1
game0/Clip1,509,1194.0,294.0,1
game0/Clip1,510,1197.0,288.0,1
game0/Clip1,511,534.0,924.0,1
game0/Clip1,512,1203.0,279.0,1
game0/Clip1,513,1206.0,276.0,1
game0/Clip1,514,1212.0,270.0,1
game0/Clip1,515,1128.0,303.0,1
game0/Clip1,516,1212.0,267.0,1
game0/Clip1,517,,,0
game0/Clip1,518,1131.0,303.0,1
game0/Clip1,519,,,0
game0/Clip1,520,1137.0,303.0,1
game0/Clip1,521,669.0,945.0,1
game0/Clip1,522,1143.0,285.0,1
game0/Clip1,523,1134.0,291.0,1
game0/Clip1,524,1125.0,297.0,1
game0/Clip1,525,1110.0,303.0,1
game0/Clip1,526,1098.0,309.0,1
game0/Clip1,527,1083.0,315.0,1
game0/Clip1,528,1071.0,324.0,1
game0/Clip1,529,1062.0,330.0,1
game0/Clip1,530,1050.0,336.0,1
game0/Clip1,531,1035.0,345.0,1
game0/Clip1,532,1020.0,354.0,1
game0/Clip1,533,1011.0,363.0,1
game0/Clip1,534,996.0,375.0,1
game0/Clip1,535,984.0,381.0,1
game0/Clip1,536,969.0,393.0,1
game0/Clip1,537,957.0,405.0,1
game0/Clip1,538,942.0,414.0,1
game0/Clip1,539,936.0,420.0,1
game0/Clip1,540,915.0,438.0,1
game0/Clip1,541,909.0,447.0,1
game0/Clip1,542,888.0,465.0,1
game0/Clip1,543,876.0,477.0,1
game0/Clip1,544,861.0,492.0,1
game0/Clip1,545,846.0,510.0,1
game0/Clip1,546,834.0,519.0,1
game0/Clip1,547,819.0,534.0,1
game0/Clip1,548,804.0,552.0,1
game0/Clip1,549,672.0,957.0,1
game0/Clip1,550,771.0,585.0,1
game0/Clip1,551,753.0,606.0,1
game0/Clip1,552,738.0,624.0,1
game0/Clip1,553,723.0,639.0,1
game0/Clip1,554,708.0,657.0,1
game0/Clip1,555,699.0,657.0,1
game0/Clip1,556,684.0,660.0,1
game0/Clip1,557,675.0,657.0,1
game0/Clip1,558,660.0,660.0,1
game0/Clip1,559,651.0,660.0,1
game0/Clip1,560,636.0,663.0,1
game0/Clip1,561,627.0,663.0,1
game0/Clip1,562,612.0,666.0,1
game0/Clip1,563,600.0,669.0,1
game0/Clip1,564,585.0,675.0,1
game0/Clip1,565,576.0,678.0,1
game0/Clip1,566,564.0,681.0,1
game0/Clip1,567,549.0,687.0,1
game0/Clip1,568,537.0,693.0,1
game0/Clip1,569,528.0,696.0,1
game0/Clip1,570,510.0,705.0,1
game0/Clip1,571,495.0,711.0,1
game0/Clip1,572,483.0,720.0,1
game0/Clip1,573,468.0,729.0,1
game0/Clip1,574,453.0,738.0,1
game0/Clip1,575,438.0,750.0,1
game0/Clip1,576,426.0,759.0,1
game0/Clip1,577,417.0,768.0,1
game0/Clip1,578,561.0,915.0,1
game0/Clip1,579,387.0,792.0,1
game0/Clip1,580,369.0,804.0,1
game0/Clip1,581,357.0,813.0,1
game0/Clip1,582,342.0,828.0,1
game0/Clip1,583,360.0,795.0,1
game0/Clip1,584,528.0,906.0,1
game0/Clip1,585,402.0,723.0,1
game0/Clip1,586,420.0,696.0,1
game0/Clip1,587,435.0,672.0,1
game0/Clip1,588,453.0,642.0,1
game0/Clip1,589,468.0,615.0,1
game0/Clip1,590,477.0,603.0,1
game0/Clip1,591,492.0,582.0,1
game0/Clip1,592,507.0,570.0,1
game0/Clip1,593,519.0,549.0,1
game0/Clip1,594,531.0,531.0,1
game0/Clip1,595,540.0,513.0,1
game0/Clip1,596,1149.0,315.0,1
game0/Clip1,597,564.0,477.0,1
game0/Clip1,598,576.0,468.0,1
game0/Clip1,599,1107.0,306.0,1
